"","SRR14862052ReadsPerGene.out.tab","SRR14862053ReadsPerGene.out.tab","SRR14862054ReadsPerGene.out.tab","SRR14862055ReadsPerGene.out.tab","SRR14862056ReadsPerGene.out.tab","SRR14862057ReadsPerGene.out.tab","SRR14862058ReadsPerGene.out.tab","SRR14862059ReadsPerGene.out.tab","SRR14862060ReadsPerGene.out.tab"
"ENSG00000224904.1",0,0,0,0,0,0,0,0,0
"ENSG00000285646.2",96,57,69,63,45,72,99,55,74
"ENSG00000199347.1",0,0,0,0,0,0,0,0,0
"ENSG00000201801.1",21,10,18,21,17,26,27,7,30
"ENSG00000116685.16",414,461,555,512,375,321,587,529,385
"ENSG00000083444.17",1429,1721,1839,1677,1498,1089,1720,1845,1557
"ENSG00000287384.1",2,0,6,2,2,2,5,3,5
"ENSG00000116688.18",2290,2446,2684,2629,2455,2192,2713,2430,2308
"ENSG00000270914.1",0,0,0,0,0,1,0,0,1
"ENSG00000116691.11",170,174,241,201,108,76,193,242,196
"ENSG00000202461.1",0,9,8,2,4,9,2,8,8
"ENSG00000276869.1",0,0,0,0,0,0,0,0,0
"ENSG00000243539.3",1,1,1,2,1,2,0,0,3
"ENSG00000120949.15",0,0,0,0,0,0,1,0,0
"ENSG00000201135.1",0,0,0,0,0,0,0,0,0
"ENSG00000227875.2",0,0,0,0,0,0,0,0,0
"ENSG00000285604.1",0,0,0,0,0,0,0,0,0
"ENSG00000283789.1",0,0,0,0,0,0,0,0,0
"ENSG00000028137.19",3,17,12,8,14,6,4,19,6
"ENSG00000263676.1",0,0,0,0,0,0,0,0,0
"ENSG00000225196.2",0,0,0,0,0,0,0,0,0
"ENSG00000252969.1",0,0,0,0,0,0,0,0,0
"ENSG00000048707.15",1555,2044,2403,1929,2036,2326,1793,2017,2023
"ENSG00000239149.1",2,1,6,1,6,4,2,4,0
"ENSG00000229484.1",0,0,1,0,0,0,1,0,0
"ENSG00000162496.9",30,52,30,33,50,17,63,50,29
"ENSG00000221340.1",1,0,0,1,0,0,0,0,1
"ENSG00000276830.1",0,0,0,0,0,2,0,0,0
"ENSG00000272482.1",1,1,2,1,0,0,2,1,2
"ENSG00000204518.3",1,0,1,0,0,0,2,0,0
"ENSG00000226166.2",0,0,0,0,0,0,0,0,0
"ENSG00000188984.12",0,0,0,0,0,0,0,0,0
"ENSG00000157330.10",0,0,0,0,0,0,0,0,0
"ENSG00000116726.5",0,0,0,0,0,0,0,0,0
"ENSG00000116721.9",0,0,0,0,1,0,0,0,0
"ENSG00000228338.1",0,0,0,0,0,0,0,0,0
"ENSG00000239810.3",0,0,0,0,0,0,0,0,0
"ENSG00000231103.2",0,0,0,0,0,0,0,0,0
"ENSG00000179172.10",1,0,0,0,0,1,0,0,0
"ENSG00000120952.4",0,0,0,0,0,0,0,0,0
"ENSG00000243073.4",0,0,0,0,0,0,0,0,0
"ENSG00000187545.5",0,0,0,0,0,0,0,0,0
"ENSG00000204510.5",0,0,0,0,0,0,0,0,0
"ENSG00000207434.1",0,0,0,0,0,0,0,0,0
"ENSG00000234064.1",0,0,0,0,0,0,0,0,0
"ENSG00000232423.6",0,0,0,0,0,0,0,0,0
"ENSG00000274178.2",0,0,0,0,0,0,0,0,0
"ENSG00000274764.6",0,0,0,0,0,0,0,0,0
"ENSG00000277058.3",0,1,0,0,0,0,0,0,0
"ENSG00000229571.7",0,0,0,0,0,0,0,0,0
"ENSG00000277862.1",0,0,0,0,0,0,0,0,0
"ENSG00000236179.1",0,0,0,0,0,0,0,0,0
"ENSG00000275774.3",0,0,0,0,0,0,0,0,0
"ENSG00000229978.1",0,0,0,0,0,0,0,0,0
"ENSG00000233336.1",0,0,0,0,0,0,0,0,0
"ENSG00000280267.4",0,0,0,0,0,0,0,0,0
"ENSG00000179412.11",0,0,0,0,0,0,0,0,0
"ENSG00000204505.5",0,0,0,0,0,0,0,0,0
"ENSG00000279169.3",0,0,0,0,0,0,0,0,0
"ENSG00000279804.2",0,0,0,0,0,0,0,0,0
"ENSG00000250894.1",0,0,0,0,0,0,0,0,0
"ENSG00000270601.4",0,0,0,0,0,0,0,0,0
"ENSG00000231219.1",0,0,0,0,0,0,0,0,0
"ENSG00000207511.1",0,0,0,0,0,0,0,0,0
"ENSG00000182330.10",0,0,0,0,0,0,0,0,0
"ENSG00000237700.2",0,0,0,0,0,0,0,0,0
"ENSG00000204501.7",0,0,0,0,0,0,0,0,0
"ENSG00000228229.2",0,0,0,0,0,0,0,0,0
"ENSG00000204481.8",0,1,0,0,0,0,0,0,0
"ENSG00000204480.8",0,0,0,0,0,0,0,0,0
"ENSG00000204479.4",0,0,0,0,0,0,0,0,0
"ENSG00000204478.10",0,0,0,0,0,0,0,0,0
"ENSG00000162494.6",0,0,0,0,0,0,0,0,0
"ENSG00000259961.1",0,0,0,0,0,0,0,0,0
"ENSG00000215909.3",0,0,0,0,1,0,0,0,0
"ENSG00000162493.17",0,0,0,0,0,0,0,0,0
"ENSG00000222952.1",0,0,0,0,0,0,0,0,0
"ENSG00000237445.2",0,0,0,0,0,0,0,0,0
"ENSG00000253085.1",0,0,0,0,0,0,0,0,0
"ENSG00000116731.22",1628,1720,1987,1819,1962,1811,2023,1685,1664
"ENSG00000189337.17",201,340,350,213,349,265,222,410,289
"ENSG00000252151.1",0,0,0,0,0,0,0,0,0
"ENSG00000231606.2",0,1,0,0,0,0,0,0,1
"ENSG00000234593.3",1,0,0,1,0,0,0,0,0
"ENSG00000235829.1",0,0,1,0,0,0,0,0,0
"ENSG00000287756.1",0,0,0,0,0,0,0,0,0
"ENSG00000175147.13",152,218,218,210,177,201,181,190,212
"ENSG00000171729.14",418,346,416,453,367,249,551,387,329
"ENSG00000204464.7",16,15,39,22,19,19,18,15,22
"ENSG00000215720.4",8,15,20,11,7,21,8,13,17
"ENSG00000278480.1",3,4,9,3,2,5,7,1,9
"ENSG00000142621.20",38,39,52,50,35,53,46,51,54
"ENSG00000233485.1",0,0,0,0,0,1,0,0,0
"ENSG00000236045.1",1,1,2,1,1,0,0,1,2
"ENSG00000228140.2",0,3,2,2,1,7,5,6,2
"ENSG00000142634.13",122,157,154,145,131,108,170,173,140
"ENSG00000162438.12",1,3,4,1,3,4,3,3,3
"ENSG00000142615.8",1,1,1,0,0,0,2,0,1
"ENSG00000215704.10",2,8,7,3,0,1,2,6,3
"ENSG00000132906.18",160,228,179,180,245,179,191,218,180
"ENSG00000116138.13",714,808,863,803,901,814,863,805,694
"ENSG00000251866.1",3,4,0,1,3,0,2,3,4
"ENSG00000272510.1",1,2,2,0,0,5,1,1,1
"ENSG00000116771.6",24,44,60,21,56,42,38,46,50
"ENSG00000237301.1",6,5,7,6,11,6,3,3,2
"ENSG00000235084.3",15,13,5,12,19,21,24,17,13
"ENSG00000252417.1",0,0,0,0,0,1,0,0,0
"ENSG00000236500.1",0,0,0,0,0,0,0,0,0
"ENSG00000197312.12",917,1081,1179,1171,1132,1287,1093,1122,1109
"ENSG00000215695.1",0,0,0,0,0,0,0,0,0
"ENSG00000271742.1",0,0,0,0,0,0,0,0,0
"ENSG00000116786.13",992,1193,1304,1079,992,675,1064,1431,1115
"ENSG00000237938.5",19,55,52,33,36,47,34,45,45
"ENSG00000162461.8",16,28,24,28,21,20,28,33,30
"ENSG00000224459.1",5,3,3,4,0,1,1,1,3
"ENSG00000162460.7",0,2,1,0,0,0,0,0,1
"ENSG00000162458.13",794,1105,1094,885,920,613,963,1249,934
"ENSG00000224321.1",0,3,3,1,1,2,0,0,0
"ENSG00000233954.6",58,50,75,48,51,59,54,58,67
"ENSG00000178715.8",18,23,15,16,12,9,19,21,15
"ENSG00000179743.4",134,89,153,165,109,89,175,128,111
"ENSG00000065526.12",3881,4271,5053,4573,3947,4660,4245,4283,4575
"ENSG00000270620.1",1,4,6,5,1,2,2,7,4
"ENSG00000116809.12",298,366,452,387,248,159,377,444,408
"ENSG00000234607.2",5,7,18,11,5,14,11,6,9
"ENSG00000231353.1",0,0,0,0,0,0,0,0,0
"ENSG00000275503.1",0,0,0,0,0,0,0,0,0
"ENSG00000224966.4",0,0,0,0,0,0,0,0,1
"ENSG00000183888.4",0,0,1,0,0,0,0,0,0
"ENSG00000233078.1",0,0,0,0,0,0,0,0,0
"ENSG00000173641.18",4,52,18,8,52,9,11,40,17
"ENSG00000186510.12",2,1,2,1,0,0,2,1,1
"ENSG00000232456.1",1,1,0,0,0,0,0,1,2
"ENSG00000184908.19",0,0,1,2,0,1,2,3,3
"ENSG00000185519.9",6,9,9,6,8,4,11,15,8
"ENSG00000142627.13",195,798,383,203,601,155,214,975,310
"ENSG00000227959.1",0,1,4,0,0,0,1,2,3
"ENSG00000224621.1",1,1,1,0,0,0,1,6,3
"ENSG00000234166.1",0,0,0,0,0,0,0,0,0
"ENSG00000142632.17",96,102,120,118,83,43,130,148,106
"ENSG00000237276.8",15,10,27,9,11,11,13,10,18
"ENSG00000288398.1",87,111,156,106,96,100,122,124,122
"ENSG00000132881.12",39,50,89,42,29,30,54,52,48
"ENSG00000233929.1",4,3,4,5,4,4,1,2,7
"ENSG00000037637.11",837,853,921,935,897,939,931,823,765
"ENSG00000055070.17",1356,1519,1692,1410,1207,1033,1632,1679,1432
"ENSG00000226457.1",14,17,23,7,11,16,10,13,13
"ENSG00000187144.11",16,28,38,20,19,37,14,21,37
"ENSG00000157191.20",858,1117,1185,963,1113,974,1123,1179,1017
"ENSG00000226029.1",57,91,136,68,89,126,74,109,103
"ENSG00000080947.15",146,221,279,193,169,215,168,190,284
"ENSG00000206652.1",7,8,13,17,15,22,18,12,18
"ENSG00000261135.1",3,1,1,2,3,1,3,2,3
"ENSG00000285853.1",0,0,0,1,4,1,0,1,0
"ENSG00000224174.2",0,0,0,0,0,0,0,0,0
"ENSG00000233421.5",0,1,0,1,0,0,0,0,0
"ENSG00000277344.1",0,0,1,0,0,0,0,0,0
"ENSG00000225710.1",0,0,0,0,0,0,0,0,0
"ENSG00000219481.10",957,1072,1229,1177,1119,1186,1106,1136,1111
"ENSG00000271732.1",6,7,10,7,3,13,4,2,10
"ENSG00000215908.10",431,602,807,556,456,473,528,661,683
"ENSG00000283773.1",0,0,0,0,0,0,0,0,0
"ENSG00000186301.8",9,28,31,19,13,7,18,21,23
"ENSG00000282143.1",0,0,0,0,0,0,0,0,0
"ENSG00000207513.1",1,0,0,0,0,0,0,0,0
"ENSG00000280114.1",0,0,0,0,0,0,1,1,0
"ENSG00000236698.1",13,9,21,11,9,21,23,13,16
"ENSG00000268869.6",0,0,1,0,1,0,2,0,3
"ENSG00000279151.1",0,0,0,0,0,0,0,1,0
"ENSG00000282740.1",0,0,0,0,0,0,0,0,0
"ENSG00000058453.17",180,240,376,204,138,118,168,306,300
"ENSG00000227684.2",0,0,0,0,0,0,0,0,0
"ENSG00000207389.1",2,1,1,4,0,1,2,0,0
"ENSG00000186715.11",4,2,3,2,3,1,3,6,4
"ENSG00000223643.6",0,0,0,0,0,0,0,0,0
"ENSG00000230239.1",0,0,0,0,0,0,0,0,0
"ENSG00000263811.1",0,0,0,0,0,0,0,0,0
"ENSG00000228549.5",1,1,2,0,0,2,0,1,0
"ENSG00000277234.1",0,0,0,0,0,0,0,0,0
"ENSG00000238142.2",0,0,0,0,0,1,0,0,0
"ENSG00000235241.1",0,0,0,0,0,0,0,0,0
"ENSG00000207005.1",45,26,26,19,28,36,36,24,31
"ENSG00000272426.1",12,20,25,17,17,19,16,18,15
"ENSG00000117122.14",565,809,647,655,596,288,767,891,536
"ENSG00000286898.1",0,1,2,0,0,1,0,0,0
"ENSG00000226526.1",4,9,9,13,2,5,3,11,4
"ENSG00000159363.19",303,355,396,412,191,141,364,378,370
"ENSG00000288636.1",0,0,0,0,0,0,0,0,0
"ENSG00000117118.10",708,814,804,853,895,881,1001,782,708
"ENSG00000117115.13",3,3,8,4,13,5,7,4,4
"ENSG00000204362.6",0,0,0,0,0,0,0,0,0
"ENSG00000282843.1",0,0,0,0,0,0,0,0,0
"ENSG00000142623.11",0,0,0,0,0,0,0,0,0
"ENSG00000142619.4",0,0,0,0,0,0,0,0,0
"ENSG00000266634.1",0,0,0,0,0,0,0,0,0
"ENSG00000159339.13",0,0,0,0,0,0,0,0,0
"ENSG00000276747.1",0,0,0,2,0,0,0,0,0
"ENSG00000227751.1",0,0,0,0,0,0,0,0,0
"ENSG00000179051.14",5633,5279,7106,6457,5092,5058,6542,5805,5938
"ENSG00000074964.17",220,205,306,299,129,126,261,280,275
"ENSG00000236648.2",1,0,0,0,0,0,0,0,0
"ENSG00000117148.8",0,2,1,1,1,0,3,1,0
"ENSG00000284653.1",0,0,0,0,0,0,0,0,0
"ENSG00000261781.1",0,0,0,0,0,0,0,0,0
"ENSG00000117154.12",0,0,0,0,0,0,0,0,0
"ENSG00000280222.1",0,1,0,0,0,0,0,0,0
"ENSG00000230035.2",0,0,0,0,0,0,0,0,0
"ENSG00000225387.1",0,0,0,0,0,0,0,0,0
"ENSG00000179023.9",0,1,0,0,0,0,0,0,0
"ENSG00000235282.3",0,0,0,0,0,0,0,0,0
"ENSG00000225478.2",0,0,0,0,0,0,0,0,0
"ENSG00000009709.12",0,0,1,0,0,0,0,0,0
"ENSG00000179002.5",0,0,0,0,0,0,0,0,0
"ENSG00000159423.17",123,198,181,125,109,87,136,211,140
"ENSG00000265606.1",0,0,0,0,0,0,0,0,0
"ENSG00000221662.1",0,0,1,0,0,0,0,0,0
"ENSG00000169991.11",27,35,59,33,45,32,35,48,48
"ENSG00000272084.1",14,25,40,30,28,20,29,19,27
"ENSG00000127481.15",10892,12481,14436,12802,12337,13381,11267,11936,12403
"ENSG00000230424.1",6,8,9,6,9,6,8,6,12
"ENSG00000127463.15",1615,2171,2201,1951,2230,2095,1904,2216,1880
"ENSG00000053372.5",1109,896,1185,1177,1066,1067,1381,1007,1021
"ENSG00000286064.1",17,12,20,17,13,19,20,12,27
"ENSG00000211454.15",22,17,20,30,25,34,19,12,34
"ENSG00000162482.5",9,13,20,15,10,9,13,14,16
"ENSG00000270728.1",56,47,96,55,64,73,64,74,58
"ENSG00000053371.13",362,295,409,407,239,266,410,338,354
"ENSG00000200403.1",6,13,15,17,9,13,9,11,13
"ENSG00000040487.13",143,161,170,175,127,108,192,181,184
"ENSG00000077549.19",2375,1987,2691,2690,2059,2536,2968,1970,2375
"ENSG00000240490.3",7,5,5,2,3,1,5,5,5
"ENSG00000173436.15",138,137,164,146,148,146,185,164,123
"ENSG00000201609.1",0,0,1,0,0,0,0,0,0
"ENSG00000235185.1",0,1,2,0,1,0,2,0,1
"ENSG00000158747.15",1165,374,761,1298,278,336,1347,456,659
"ENSG00000270136.6",1,0,1,1,0,0,1,0,1
"ENSG00000226396.1",20,19,24,24,19,32,14,19,21
"ENSG00000158748.4",85,49,69,88,34,43,81,49,59
"ENSG00000162542.14",43,71,49,33,45,20,44,76,23
"ENSG00000178828.7",0,0,0,0,0,0,0,0,0
"ENSG00000235434.1",0,0,0,0,0,0,0,0,0
"ENSG00000169914.6",654,684,712,722,650,717,794,651,602
"ENSG00000188784.4",0,1,0,1,0,0,1,0,0
"ENSG00000242688.3",0,0,0,0,0,0,0,0,0
"ENSG00000188257.12",0,0,0,1,0,0,0,0,0
"ENSG00000127472.11",0,0,0,0,0,0,0,0,0
"ENSG00000117215.15",0,0,0,0,0,0,0,0,0
"ENSG00000158786.5",0,0,0,0,0,0,0,0,0
"ENSG00000227066.2",0,0,0,0,0,0,0,0,0
"ENSG00000187980.7",0,0,0,0,0,0,0,0,1
"ENSG00000162543.6",0,0,0,0,0,0,0,0,0
"ENSG00000228105.2",0,0,0,0,0,0,0,0,0
"ENSG00000284710.1",1,0,0,0,0,0,1,0,0
"ENSG00000158816.16",0,1,0,0,1,0,0,0,1
"ENSG00000226664.1",0,0,0,0,0,0,0,0,0
"ENSG00000236963.7",0,0,0,0,0,0,0,0,0
"ENSG00000226487.1",0,0,0,0,0,0,0,0,0
"ENSG00000284641.1",1,1,0,2,1,0,1,0,1
"ENSG00000284743.1",0,0,0,0,0,0,1,1,0
"ENSG00000162545.6",561,565,576,606,708,582,731,648,486
"ENSG00000090432.7",574,653,681,660,597,468,722,679,600
"ENSG00000215520.3",0,0,0,0,0,0,0,1,0
"ENSG00000183114.8",6,3,9,3,5,2,6,4,10
"ENSG00000158825.6",0,0,0,0,0,0,0,0,0
"ENSG00000158828.8",71,99,104,80,114,71,103,123,104
"ENSG00000284005.1",0,0,0,0,0,0,0,0,0
"ENSG00000117242.7",112,114,113,96,130,138,124,125,111
"ENSG00000244038.11",2673,3041,3377,2955,3257,2665,3309,3215,2713
"ENSG00000117245.13",16,36,32,17,22,12,14,25,38
"ENSG00000235432.1",0,0,1,0,0,1,0,0,0
"ENSG00000189410.12",4,10,6,5,9,8,5,29,10
"ENSG00000233069.1",0,0,1,1,1,1,0,0,1
"ENSG00000127483.19",5150,6049,6364,5943,7088,6532,6627,5989,5313
"ENSG00000075151.23",2808,3515,3422,3048,3998,3461,3500,3608,2948
"ENSG00000251914.1",0,1,1,0,1,2,1,0,0
"ENSG00000221808.1",2,1,2,1,3,4,0,2,5
"ENSG00000233072.1",5,6,8,6,4,10,5,8,5
"ENSG00000236073.2",0,5,2,6,3,4,1,6,4
"ENSG00000235112.1",11,8,9,10,8,10,7,2,13
"ENSG00000287192.1",2,2,2,2,1,2,6,1,0
"ENSG00000117298.16",1280,2133,2041,1613,1797,1172,1607,2275,1693
"ENSG00000236936.1",3,13,16,7,8,11,3,7,14
"ENSG00000231105.2",12,22,32,13,8,21,16,8,25
"ENSG00000236216.5",0,0,0,0,0,1,0,2,0
"ENSG00000228823.1",0,0,0,0,0,0,0,0,0
"ENSG00000236009.1",0,0,0,0,0,0,0,0,0
"ENSG00000227001.3",3,11,12,10,10,14,11,11,10
"ENSG00000187952.9",0,1,2,1,0,1,0,0,0
"ENSG00000186543.7",1,1,1,0,0,0,1,0,1
"ENSG00000142794.19",375,371,455,378,428,391,404,375,352
"ENSG00000176378.8",0,0,0,0,0,0,0,0,0
"ENSG00000162551.14",20,20,51,35,22,22,36,37,34
"ENSG00000233431.1",0,0,0,0,0,0,0,0,0
"ENSG00000076864.20",315,187,195,355,162,112,336,232,156
"ENSG00000090686.16",1810,1742,2126,2163,1991,2281,2373,1725,1846
"ENSG00000231978.2",0,3,6,3,3,2,2,3,4
"ENSG00000187942.12",1,0,4,0,0,3,4,3,4
"ENSG00000142798.20",252,463,575,345,232,174,276,618,552
"ENSG00000232037.3",2,0,5,0,0,1,1,1,1
"ENSG00000283234.1",0,0,0,0,0,0,0,0,0
"ENSG00000219073.8",0,0,0,0,0,0,0,0,0
"ENSG00000285959.1",0,0,0,0,0,0,0,0,0
"ENSG00000273610.1",0,0,0,1,1,0,0,1,0
"ENSG00000201919.1",0,0,0,0,0,0,0,0,0
"ENSG00000142789.20",0,0,1,0,0,0,0,0,0
"ENSG00000278124.1",0,0,0,0,0,0,0,0,0
"ENSG00000201273.1",0,0,0,0,0,0,0,0,0
"ENSG00000228397.3",1,1,1,2,1,2,3,1,1
"ENSG00000218510.9",72,77,97,64,74,75,80,55,88
"ENSG00000070831.17",3770,4273,4085,4065,5337,4306,5061,4323,3371
"ENSG00000285752.1",7,12,23,14,26,31,15,22,23
"ENSG00000285794.1",0,0,0,0,0,0,0,0,0
"ENSG00000230068.2",9,12,21,15,16,22,10,17,12
"ENSG00000271428.1",6,11,9,9,6,14,3,8,7
"ENSG00000162552.15",20,26,33,27,20,26,12,25,38
"ENSG00000285873.1",4,1,1,2,2,9,2,0,1
"ENSG00000266564.1",0,0,0,0,0,0,0,0,0
"ENSG00000234397.3",2,0,0,0,1,0,1,2,1
"ENSG00000279625.1",0,0,0,0,0,0,0,0,0
"ENSG00000184677.18",1594,2129,2475,1913,2073,2168,1816,1997,2032
"ENSG00000237200.1",13,17,27,9,9,18,18,15,29
"ENSG00000070886.12",5,8,16,9,7,4,10,6,10
"ENSG00000276835.2",0,0,0,0,0,0,0,0,0
"ENSG00000173372.17",0,0,0,0,0,0,0,0,0
"ENSG00000159189.12",0,0,0,0,0,0,0,1,0
"ENSG00000173369.17",0,0,0,0,0,0,0,0,0
"ENSG00000133216.17",753,484,701,854,427,346,880,489,566
"ENSG00000265422.1",0,1,0,2,1,0,0,0,1
"ENSG00000225952.1",0,5,6,3,2,1,5,2,3
"ENSG00000264014.1",0,1,0,1,0,0,0,0,0
"ENSG00000215906.8",0,0,0,0,0,0,0,0,0
"ENSG00000227868.6",0,0,0,0,0,5,2,1,2
"ENSG00000004487.17",6426,6017,7319,6886,7105,7262,8007,6231,6074
"ENSG00000240553.1",14,15,26,30,30,33,22,14,27
"ENSG00000263793.1",1,0,2,1,0,6,1,1,0
"ENSG00000266802.1",8,5,7,3,1,10,4,5,5
"ENSG00000169641.13",1613,2262,1933,1784,2545,2024,2000,2337,1651
"ENSG00000229010.1",2,9,12,5,1,7,8,7,12
"ENSG00000206935.1",2,3,2,1,3,3,2,1,0
"ENSG00000252578.1",2,3,0,2,1,1,1,0,2
"ENSG00000179546.5",2,0,0,0,3,4,0,2,1
"ENSG00000215381.3",1,0,0,0,0,0,1,0,0
"ENSG00000261326.4",122,178,231,166,187,249,139,200,206
"ENSG00000284726.1",29,38,39,32,28,36,34,25,46
"ENSG00000125944.21",7549,7006,8072,7965,8121,8419,9741,7046,6946
"ENSG00000125945.15",547,866,780,629,1085,836,737,844,652
"ENSG00000249087.7",41,64,47,49,67,51,48,54,45
"ENSG00000201405.1",0,0,0,0,0,0,0,0,0
"ENSG00000271420.1",3,0,3,1,1,0,0,0,1
"ENSG00000204219.11",17,14,27,16,27,18,8,19,25
"ENSG00000232482.2",0,1,2,0,0,2,0,1,1
"ENSG00000088280.19",555,704,707,615,618,463,662,758,554
"ENSG00000007968.7",1887,995,1575,2106,907,1274,2212,987,1360
"ENSG00000235052.1",1,0,2,2,3,0,0,2,2
"ENSG00000117318.9",1012,1266,1245,1174,941,509,1372,1446,1135
"ENSG00000285802.1",0,0,0,0,0,0,0,0,0
"ENSG00000197880.9",0,0,1,0,0,1,0,1,0
"ENSG00000229239.2",0,0,0,0,0,0,0,0,0
"ENSG00000142676.14",7966,7335,9517,7040,9694,9537,10455,7694,7327
"ENSG00000236810.6",33,34,53,29,62,50,28,39,58
"ENSG00000011007.12",1815,1838,2103,1922,2119,1979,2128,1830,1725
"ENSG00000057757.10",470,561,559,609,682,588,696,554,473
"ENSG00000011009.11",947,961,1322,1181,725,541,1254,1197,1129
"ENSG00000117308.15",349,354,438,390,298,267,413,372,335
"ENSG00000117305.15",273,336,363,264,437,299,320,401,297
"ENSG00000179163.12",198,312,217,196,358,243,270,303,164
"ENSG00000188822.8",1,0,1,0,1,0,1,1,2
"ENSG00000229106.1",0,0,0,0,0,1,1,0,0
"ENSG00000232557.3",0,0,0,0,0,0,0,0,0
"ENSG00000264926.1",0,0,0,0,0,0,0,0,0
"ENSG00000230228.2",1,5,2,1,1,2,0,0,1
"ENSG00000189266.13",1279,1163,1454,1322,1470,1519,1753,1223,1171
"ENSG00000188529.15",4168,3336,4745,4736,4114,5131,5783,3388,4282
"ENSG00000215905.4",0,0,0,0,0,0,0,0,0
"ENSG00000225315.2",0,0,0,0,0,0,0,0,0
"ENSG00000142661.19",0,1,3,1,2,0,3,1,0
"ENSG00000230703.1",0,0,0,0,0,0,0,0,0
"ENSG00000142677.4",0,1,0,0,1,0,0,4,1
"ENSG00000185436.12",80,121,117,98,113,97,100,122,78
"ENSG00000230023.2",0,0,0,0,0,0,0,0,0
"ENSG00000232298.2",0,0,0,0,0,0,0,0,0
"ENSG00000158055.16",0,4,7,3,2,6,5,1,5
"ENSG00000001460.18",174,241,256,195,276,217,222,212,193
"ENSG00000001461.17",210,445,378,229,453,336,257,432,293
"ENSG00000286061.1",1,2,3,1,0,1,0,1,1
"ENSG00000117602.13",523,605,575,600,631,613,646,564,512
"ENSG00000264443.1",0,0,0,0,0,0,1,0,0
"ENSG00000184454.7",0,0,4,0,0,1,0,2,0
"ENSG00000227312.2",0,0,0,0,0,0,0,0,0
"ENSG00000239106.1",0,0,0,0,0,0,0,0,2
"ENSG00000133226.17",3103,2751,3407,3340,3213,3263,3857,2903,2801
"ENSG00000284699.1",0,0,0,0,0,0,0,0,0
"ENSG00000169504.15",4658,4411,4565,4886,5710,4839,6260,4618,3654
"ENSG00000238482.1",2,0,1,5,1,2,3,4,2
"ENSG00000020633.19",2,3,3,1,3,1,0,4,1
"ENSG00000278034.1",0,0,0,0,0,0,0,0,0
"ENSG00000229162.1",0,0,0,0,0,0,0,0,0
"ENSG00000261025.1",0,0,0,0,0,0,0,0,0
"ENSG00000264371.1",0,0,0,0,0,0,0,0,0
"ENSG00000285823.1",0,0,0,0,0,0,0,0,0
"ENSG00000233755.1",0,0,0,0,0,0,0,0,0
"ENSG00000233419.3",0,0,0,0,0,0,0,0,0
"ENSG00000231953.2",1,0,1,1,0,0,1,0,1
"ENSG00000117614.10",608,589,728,562,764,716,801,594,618
"ENSG00000284602.1",29,35,58,44,36,45,39,31,39
"ENSG00000284657.1",3,8,6,6,5,10,6,3,8
"ENSG00000117616.18",771,1038,1235,911,1129,1076,1116,994,1032
"ENSG00000272432.1",3,6,7,2,8,3,4,3,4
"ENSG00000261349.1",4,5,10,6,3,3,5,5,2
"ENSG00000187010.21",9,11,9,14,9,6,12,16,15
"ENSG00000224183.1",0,3,4,1,4,1,2,0,0
"ENSG00000259984.1",2,3,4,4,4,2,3,1,0
"ENSG00000183726.11",1141,1268,1136,1335,1543,1265,1551,1308,1006
"ENSG00000188672.19",15,18,9,25,11,12,23,7,19
"ENSG00000238084.4",1,3,1,3,0,4,2,2,0
"ENSG00000204178.11",1276,1034,1348,1466,1339,1319,1750,1111,1042
"ENSG00000157978.12",153,183,260,176,162,171,183,223,199
"ENSG00000225643.1",2,5,6,6,3,4,2,7,8
"ENSG00000117643.15",30,36,27,25,31,26,24,36,20
"ENSG00000233478.1",2,0,2,0,0,0,1,0,0
"ENSG00000162430.18",1455,1740,2135,1650,1270,976,1632,1944,1759
"ENSG00000255054.3",0,0,0,0,0,0,0,0,0
"ENSG00000228172.5",15,20,19,13,14,18,12,13,7
"ENSG00000117640.18",486,522,702,552,591,587,630,584,584
"ENSG00000272478.1",0,0,0,0,0,0,0,0,0
"ENSG00000127423.11",208,136,170,200,153,198,257,128,142
"ENSG00000236528.1",1,0,0,0,0,2,1,2,1
"ENSG00000182749.6",202,232,353,245,263,238,233,224,297
"ENSG00000207302.1",0,3,0,2,1,2,1,0,1
"ENSG00000117632.23",14875,11143,12983,15177,14271,13739,19590,11346,10437
"ENSG00000229786.1",13,3,10,6,6,13,5,5,10
"ENSG00000223624.1",4,8,12,11,5,11,5,7,10
"ENSG00000283938.1",0,0,0,0,0,0,0,0,0
"ENSG00000158006.14",305,373,408,341,410,419,371,365,363
"ENSG00000207237.1",1,2,1,3,1,1,1,1,1
"ENSG00000252190.1",0,1,0,0,0,0,0,0,0
"ENSG00000252691.1",1,0,0,0,0,0,1,0,0
"ENSG00000158008.10",16,41,46,23,34,23,23,32,24
"ENSG00000158014.15",0,3,3,3,3,4,2,1,1
"ENSG00000284309.1",0,0,0,0,0,0,0,0,0
"ENSG00000158022.7",0,3,0,1,5,0,0,6,1
"ENSG00000175087.10",562,489,672,613,659,692,801,541,566
"ENSG00000197245.6",8,11,20,11,16,18,14,19,14
"ENSG00000282872.2",0,0,1,1,1,0,0,1,0
"ENSG00000236782.7",10,7,10,14,13,4,13,10,17
"ENSG00000142684.9",0,0,0,0,0,0,0,0,0
"ENSG00000142675.18",6,14,12,14,16,13,20,16,14
"ENSG00000188782.9",0,0,0,0,1,0,0,0,0
"ENSG00000236155.6",0,2,0,3,0,0,2,3,2
